sx,dx
1.0051413881748072,1.0056497175141244
1.0181347150259068,1.0167597765363128
1.0261096605744124,0.9771428571428571
1.0431266846361187,0.9913793103448276
0.9859550561797753,0.9787234042553191
1.0142045454545454,0.9851190476190477
0.9841269841269841,0.9945205479452055
0.9919786096256684,0.9811827956989247
0.9944903581267218,0.9781420765027322
1.014367816091954,1.0057803468208093
1.0,0.9711815561959655
0.9293785310734464,0.9837837837837838
1.0365168539325842,0.9501385041551247
1.0649717514124293,0.9749303621169917
1.0724637681159421,1.0114942528735633
1.0249307479224377,1.002857142857143
1.0132978723404256,1.0
1.0,0.9944903581267218
0.9947368421052631,0.9917355371900827
1.0026455026455026,0.975609756097561
1.0,0.9247648902821317
1.0,0.9449838187702265
1.0079575596816976,0.9485530546623794
0.9892761394101877,0.95
0.9891304347826086,0.9434523809523809
0.9807162534435262,0.9660056657223796
0.9834254143646409,0.9775280898876404
0.96875,0.9585635359116023
0.9678362573099415,0.9691011235955056
0.963963963963964,0.9832402234636871
0.9510703363914373,0.9971910112359551
0.9596273291925466,0.9971671388101983
0.975609756097561,0.9823529411764705
1.0545454545454545,0.9879518072289156
1.0483383685800605,1.0247678018575852
1.0807453416149069,1.0245398773006136
1.0644171779141105,1.0151975683890577
1.0395136778115501,1.0
1.0147058823529411,0.9969788519637462
1.0059880239520957,1.0
0.9910714285714286,0.9814814814814815
0.9852507374631269,0.9716981132075472
1.0,0.9838187702265372
1.0058651026392962,0.987220447284345
1.0087976539589443,0.9904761904761905
1.0147058823529411,0.9873817034700315
1.0384615384615385,1.0063091482649842
1.0510510510510511,1.0125786163522013
1.0672782874617737,1.0188679245283019
1.0943396226415094,1.0188087774294672
1.0984126984126985,1.0188087774294672
1.070063694267516,1.0188087774294672
1.0603174603174603,1.0318471337579618
1.0471698113207548,1.0285714285714285
1.050314465408805,1.0285714285714285
1.0501567398119123,1.0094637223974763
1.0404984423676011,0.9905362776025236
1.0308641975308641,0.9968454258675079
1.0059880239520957,0.9968454258675079
1.0,1.0094637223974763
0.9970238095238095,1.0126182965299684
1.0029761904761905,1.0345911949685536
1.0235988200589972,1.0347003154574133
1.0291545189504374,1.0380952380952382
1.0260869565217392,1.034920634920635
1.0230547550432276,1.034920634920635
1.0172413793103448,1.0447284345047922
1.0116279069767442,1.0798722044728435
1.048048048048048,1.0617283950617284
1.0409638554216867,1.0166270783847982
1.03855421686747,1.0166270783847982
