piede
19
21
22
22
22
21
24
20
19
20
23
31
31
31
31
30
32
32
33
33
28
29
33
36
37
37
37
37
36
35
34
34
35
36
37
36
37
39
39
37
34
32
32
31
30
29
28
26
28
29
29
29
29
29
30
30
31
30
30
30
32
32
34
34
32
27
26
25
26
26
28
29
30
32
33
34
33
32
36
37
38
37
37
36
36
35
35
40
40
41
42
42
41
41
40
41
40
39
39
38
38
39
41
42
42
42
40
36
33
33
32
33
34
35
38
39
41
45
46
47
47
47
38
35
34
35
35
35
35
36
35
34
39
43
44
44
45
46
45
43
39
39
37
36
36
35
35
36
35
37
38
38
40
40
40
40
42
42
44
43
43
44
46
45
45
45
45
41
40
38
38
41
43
45
44
42
40
41
41
40
41
42
43
43
45
46
46
48
50
51
50
47
45
44
43
42
43
45
45
44
43
43
44
45
46
46
42
42
42
45
43
41
38
36
35
36
36
37
33
31
31
31
32
33
34
37
41
41
42
44
48
47
48
48
48
50
48
45
44
43
43
43
43
43
42
42
42
42
41
41
41
42
43
43
43
43
43
43
42
41
41
41
40
37
34
33
32
32
31
31
32
31
27
25
24
