sx,dx
4.90595473551409,5.081527113793568
4.765844556454101,4.811016769139469
4.765844556454101,4.377604838780405
4.765844556454101,4.165540077580701
4.612057499659484,4.0356996866840955
4.164512401094994,4.165540077580701
4.042590073751167,4.159741371270823
3.6028337959737167,4.379476739721478
3.2940978832894072,4.242640687119285
2.758101032152494,3.7524766596317534
2.5280304249146197,3.2887687665751146
2.1324164696418944,3.144989654266399
1.9357505538227602,2.8331442306126964
1.8439088914585773,2.525810163320291
1.8758875894802474,2.7437798098701713
1.9656300715526949,3.0319979629370755
2.0838583813264897,3.2700682242019647
2.421407909909801,6.1933351856670615
3.731363949426124,4.461425242789363
6.634409138377329,3.3907388319641485
6.891793328780559,2.254603511533603
6.821910402406465,1.8366190621883909
9.896443670098682,1.3990958667254452
10.046813501725886,1.1270079054395883
4.556156761701042,1.3061703874614068
4.091086200677011,1.2225741829472678
3.3499585403736294,1.300136658182223
2.875090195641141,1.2147163399304945
2.0533266582479355,1.6741274451793395
2.0959872120703396,1.302982570211421
1.6816340788275503,3.502767818681394
1.3804473866773614,2.511908879917731
1.3897532356086972,3.0509916725342934
1.222295332979061,3.6939839254359663
1.1942963112356317,1.6516898974132213
1.0664324200383613,3.514430992949029
1.0896408000670366,2.849903721095187
1.3121644296777057,3.6532563431806984
1.3014514718613055,3.6921640634860897
1.2703440181397163,2.4143160284202962
1.6633815614106415,2.808510698218441
1.9031736797535903,3.6687097159599484
2.9396301450616216,1.744112261190539
2.8397448729412695,1.4179272310318138
3.267015414753078,1.2718650541547871
2.7209651073872045,1.0839923357023191
2.4223966931287118,1.073976097282545
2.373531204170875,1.0955603219428705
1.8854844328160738,0.9656618247694498
2.097053812184083,1.0954278289256558
2.1047304728946763,3.097459794497233
1.7867748450762175,3.426709537148776
1.7988271346022577,2.9470275021224177
1.5098607261121146,2.3772432420291443
1.3810200921222546,1.9719268686290674
1.0046752223380806,4.183966563941261
0.8305138245585654,4.061428185085427
0.7550467608729352,2.749872315728312
0.8091393146847455,2.281847775004433
0.9647965362651416,2.693897985196791
1.158501479852655,2.7085279455232905
1.3474051128792455,2.7539765099035196
1.488171921694871,1.511650169864063
2.077067729465272,2.8022879034268016
2.50971767441455,1.807764511891958
2.9024186259669675,1.3677680144591686
2.907231202056734,1.1378975039546146
2.187097049013842,1.4767613964467396
2.0630541041375747,1.5535375929868305
1.829574376193067,1.4596514138172434
1.8790310803420815,1.2542635092098633
2.3946716105572152,1.234442392095224
2.1024867672795917,2.119457629595661
1.7215869544446458,1.9617014065889127
1.3257475215410404,1.1319861116739944
1.0420286727289572,2.7605596633966116
0.5784943472781855,2.564083129111385
0.35271224355593805,2.191542504951786
0.3918974582048731,2.2526641122657676
0.3877890397880712,2.0612986734801106
0.3801771505941064,2.1932867041506743
0.5697738931788395,2.0034217304743867
0.8390763873469833,2.1480688066550804
1.2781731065381305,1.1491684973467196
2.2739242967427638,1.236073646092327
3.639877012099782,1.4188492549440055
3.3219368572607157,2.1733023819163413
3.4995307297503695,3.5712527429245546
2.5092487827822816,5.790617410950234
3.5178437168977608,3.8190189395154035
7.753135566408671,2.711630722733202
5.265516471991533,2.9950940277884626
7.389576403019214,2.502364812132085
5.536368498103156,2.8106277328718052
5.1422390989548195,2.380996636161555
1.7465738058940896,1.0610901982202663
0.8731836788936779,0.7489142974413252
0.7983249856564532,0.548376452981986
0.5029369745814112,0.5266074783380984
0.44844559121019584,0.5680351338323538
0.47140452079103173,0.7978808822569715
0.5220356754656941,0.9360226672017525
0.6739942823814805,1.0917527149033395
0.6113015215258485,0.8361461601575001
0.5766028898870799,0.7234058765148137
0.7879086241436883,0.7604862590346426
1.0450156753526965,1.0495792624549702
1.2019447101179488,1.5016065846370616
1.142572999406721,1.5412805881890501
1.4773286702694157,1.872527271230753
1.7140483059917724,0.8219949365267865
1.7383442908799582,5.153399084477526
1.8319419159999017,6.196939716962729
1.6830946411232843,4.742130837297594
1.608397057002325,0.6851575236758879
1.5845746212750365,0.862366640470841
1.548119693151353,1.5006837050656185
1.5113964922188872,2.373533940422305
1.381072424444983,1.6925911688487756
1.236508872542183,1.541142014368579
1.0383218607020257,1.5689290811054721
1.0242982137164787,1.6483267673842683
1.0844714182508972,1.7032573632178583
1.1835447647287074,1.1163325700486773
1.1772834872432922,1.034958866084378
1.1628906333587976,1.0860901604998978
1.3756375805010692,1.273254283553853
1.4287744779104155,2.1111111111111107
1.443698015303361,2.7579987993197497
1.5816585141837063,2.730115674932659
1.710263137648707,2.246384378187863
1.8210390849523872,2.1514799509596747
1.8241672639581468,1.5156837721956706
