sx,dx
1.0379746835443038,1.0327455919395465
1.0379746835443038,1.0353535353535352
1.0379746835443038,1.0353535353535352
1.0354430379746835,1.0328282828282829
1.0355329949238579,1.0328282828282829
1.0355329949238579,1.0303030303030303
1.0381679389312977,1.0329113924050632
1.0381679389312977,1.0355329949238579
1.038265306122449,1.0356234096692112
1.038265306122449,1.038265306122449
1.0384615384615385,1.040920716112532
1.0384615384615385,1.0462724935732648
1.0384615384615385,1.0462724935732648
1.0333333333333334,1.0437017994858613
1.0307692307692307,1.0411311053984575
1.0307692307692307,1.0334190231362468
1.028205128205128,1.0282776349614395
1.0282776349614395,1.0231362467866323
1.0309278350515463,1.0231362467866323
1.0335917312661498,1.0179028132992327
1.0389610389610389,1.020460358056266
1.04177545691906,1.023076923076923
1.0611702127659575,1.0283505154639174
1.0819672131147542,1.0310880829015545
1.0891364902506964,1.0365535248041775
1.0714285714285714,1.048
1.0681198910081744,1.0570652173913044
1.065217391304348,1.0483870967741935
1.0506666666666666,1.0374331550802138
1.0154241645244215,1.0375335120643432
1.00253807106599,1.054945054945055
1.0100755667506298,1.07909604519774
1.0202531645569621,1.0982658959537572
1.0253807106598984,1.1
1.025445292620865,1.1097922848664687
1.0360824742268042,1.0959302325581395
1.0361757105943152,1.052924791086351
1.0361757105943152,1.0106382978723405
1.041343669250646,0.9819121447028424
1.0466321243523315,0.974293059125964
1.0802139037433156,0.9873417721518988
1.1222222222222222,0.9974683544303797
1.1201117318435754,1.0101522842639594
1.1046831955922864,1.0153452685421995
1.0793650793650793,1.067750677506775
1.054263565891473,1.0748663101604279
1.0434782608695652,1.0710526315789475
1.0279187817258884,1.078740157480315
1.0151133501259446,1.0614973262032086
1.0277777777777777,1.0846994535519126
1.0097799511002445,1.1073446327683616
1.0222222222222221,1.093484419263456
1.0295566502463054,1.0779944289693593
1.0297766749379653,1.074792243767313
1.032258064516129,1.0156657963446476
1.034739454094293,0.9821428571428571
1.053030303030303,0.9694656488549618
1.0721649484536082,0.964735516372796
1.122282608695652,0.9724310776942355
1.1287671232876713,0.9824120603015075
1.1054054054054054,1.0025316455696203
1.08994708994709,1.0881542699724518
1.059278350515464,1.0545454545454545
1.0647668393782384,1.0538461538461539
0.9975062344139651,1.0489690721649485
0.9801980198019802,1.0714285714285714
0.9637681159420289,1.1010928961748634
1.0471204188481675,1.1108179419525066
1.0708661417322836,1.1131578947368421
1.0195121951219512,1.1432584269662922
1.0143198090692125,1.086111111111111
1.0287081339712918,1.0566037735849056
1.0311004784688995,0.9949367088607595
1.0359712230215827,0.9650872817955112
1.048661800486618,0.9312039312039312
1.104325699745547,0.9320388349514563
1.133159268929504,0.9477434679334917
1.1361256544502618,0.9808612440191388
1.1191709844559585,1.0071942446043165
1.0829145728643217,1.0674698795180724
1.0753768844221105,1.0763723150357996
1.0297766749379653,1.0381861575178997
0.9829683698296837,1.0336538461538463
0.9537712895377128,1.0675
0.9518072289156626,1.1329787234042554
0.9524940617577197,1.144808743169399
0.9760191846522782,1.118457300275482
0.9951807228915662,1.0978260869565217
1.0047846889952152,1.0765027322404372
1.0119617224880382,1.043360433604336
1.0167865707434052,1.0
1.0240963855421688,0.9428571428571428
1.0676691729323309,0.9095607235142119
1.1303191489361701,0.928388746803069
1.1416893732970028,0.9487179487179487
1.137741046831956,0.9691516709511568
1.1005434782608696,1.021680216802168
1.0613333333333332,1.052924791086351
1.0371352785145889,1.0641711229946524
0.9973544973544973,1.056
0.9366754617414248,1.0621621621621622
0.9021164021164021,1.0858725761772854
0.9102902374670184,1.1203438395415473
0.9422572178477691,1.1449704142011834
0.963254593175853,1.1377245508982037
0.9817232375979112,1.147239263803681
0.9973821989528796,1.115501519756839
1.0052083333333333,1.0868263473053892
1.0025839793281655,1.056379821958457
1.0025773195876289,1.0318840579710145
0.9974554707379135,0.9915966386554622
1.005050505050505,0.9833795013850416
1.015075376884422,0.9806094182825484
1.0249376558603491,0.9806629834254144
1.0374064837905237,1.0
1.057356608478803,1.0078534031413613
1.0869565217391304,1.0
1.1329787234042554,1.0050761421319796
1.1521739130434783,1.0126262626262625
1.1490514905149052,1.0225563909774436
1.1594594594594594,1.0198511166253101
1.1246753246753247,1.0271604938271606
1.0810810810810811,1.0374064837905237
1.066193853427896,1.0345679012345679
1.04337899543379,1.0117924528301887
1.0288248337028825,1.0069605568445477
1.0174291938997821,1.0091954022988505
1.0129589632829374,1.0045558086560364
1.0129032258064516,1.0159090909090909
1.0106609808102345,1.0250569476082005
1.025695931477516,1.0274599542334095
1.0277185501066097,1.032258064516129
1.025369978858351,1.037037037037037
1.0420168067226891,1.0511627906976744
1.048421052631579,1.0887290167865706
1.0443037974683544,1.1094890510948905
1.0528541226215644,1.1557177615571776
1.0635593220338984,1.1283292978208233
1.0720338983050848,1.1234866828087167
1.0636942675159236,1.1207729468599035
1.0940170940170941,1.1100702576112411
